date,env_enc_0,env_enc_1,env_enc_2,env_enc_3
1941-11-16,2.2989497,-4.6932807,2.4999404,-0.9896153
1941-11-17,2.4709353,-4.868378,2.5576444,-1.1520154
1941-11-18,2.471365,-4.8689203,2.5578847,-1.1523643
1941-11-19,2.2484832,-5.6327515,3.3826156,-0.41013092
1941-11-20,2.2989497,-4.6932807,2.4999404,-0.9896153
1941-11-21,2.1526313,-4.8397207,2.7179394,-0.6859869
1941-11-22,2.2989497,-4.6932807,2.4999404,-0.9896153
1941-11-23,2.2989497,-4.6932807,2.4999404,-0.9896153
1941-11-24,2.1913328,-4.685341,2.5530007,-0.83420485
1941-11-25,2.8629873,-5.437093,2.8581095,-1.4040904
1941-11-26,3.399228,-6.335515,3.3795762,-1.6754965
1941-11-27,3.0406785,-5.726092,3.0231586,-1.4998813
1941-11-28,3.6281312,-6.7355433,3.6157854,-1.7825699
1941-11-29,2.2989497,-4.6932807,2.4999404,-0.9896153
1941-11-30,2.2989497,-4.6932807,2.4999404,-0.9896153
1941-12-01,2.887344,-5.475666,2.8799949,-1.417722
1941-12-02,3.2601795,-9.595629,6.478784,0.20057598
1941-12-03,2.3687196,-6.1998873,3.8339965,-0.29014054
1941-12-04,2.1911702,-4.6855016,2.5532365,-0.8338685
1941-12-05,3.02851,-5.7058377,3.0114787,-1.4935886
1941-12-06,2.2989497,-4.6932807,2.4999404,-0.9896153
1941-12-07,2.2989497,-4.6932807,2.4999404,-0.9896153
1941-12-08,10.069642,-18.714508,10.907629,-4.4761086
1941-12-09,8.789306,-16.312378,9.43311,-3.9596508
1941-12-10,2.2989497,-4.6932807,2.4999404,-0.9896153
1941-12-11,2.7929058,-7.8847,5.1498804,-0.026630266
1941-12-12,3.711931,-6.884512,3.7040544,-1.8211637
1941-12-13,2.2989497,-4.6932807,2.4999404,-0.9896153
1941-12-14,2.2989497,-4.6932807,2.4999404,-0.9896153
1941-12-15,2.2989497,-4.6932807,2.4999404,-0.9896153
1941-12-16,2.4845467,-4.8855968,2.5653644,-1.162819
1941-12-17,4.943783,-9.140589,5.0578027,-2.3683343
1941-12-18,3.5444787,-6.5882654,3.5288014,-1.7438282
1941-12-19,2.2989497,-4.6932807,2.4999404,-0.9896153
1941-12-20,2.2989497,-4.6932807,2.4999404,-0.9896153
1941-12-21,2.2989497,-4.6932807,2.4999404,-0.9896153
1941-12-22,3.7899253,-7.0238743,3.7868254,-1.8569012
1941-12-23,2.4935293,-4.8971233,2.570651,-1.1697404
1941-12-24,2.2305684,-4.668425,2.5158577,-0.90243036
1941-12-25,2.2989497,-4.6932807,2.4999404,-0.9896153
1941-12-26,2.1583605,-4.77019,2.6511421,-0.734143
1941-12-27,2.2989497,-4.6932807,2.4999404,-0.9896153
1941-12-28,2.2989497,-4.6932807,2.4999404,-0.9896153
1941-12-29,2.9562132,-5.5868583,2.9432797,-1.4555259
1941-12-30,5.860123,-18.675085,13.450972,1.2075818
1941-12-31,2.9230595,-5.5329676,2.9125714,-1.4375758
1942-01-01,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-01-02,3.4736528,-10.361271,7.072547,0.29434764
1942-01-03,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-01-04,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-01-05,3.4195256,-10.16782,6.922842,0.2711354
1942-01-06,2.7322226,-5.2350407,2.7456126,-1.328327
1942-01-07,2.8936758,-5.485733,2.8857172,-1.4212658
1942-01-08,4.3473625,-8.041697,4.3952146,-2.1091018
1942-01-09,2.60289,-5.0453506,2.6440542,-1.2465996
1942-01-10,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-01-11,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-01-12,2.3808093,-4.7638187,2.5162811,-1.0737243
1942-01-13,3.2009058,-9.381774,6.3128033,0.17339092
1942-01-14,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-01-15,2.1884332,-4.6883984,2.5573778,-0.82806957
1942-01-16,3.4534512,-6.429228,3.4350142,-1.7011424
1942-01-17,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-01-18,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-01-19,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-01-20,2.4787734,-4.878272,2.5620413,-1.1583011
1942-01-21,4.606097,-8.517712,4.681588,-2.222591
1942-01-22,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-01-23,2.1605241,-4.7560196,2.6368136,-0.74575925
1942-01-24,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-01-25,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-01-26,2.6683416,-7.4058676,4.7776446,-0.09468014
1942-01-27,2.1880221,-4.688861,2.5580258,-0.8271791
1942-01-28,3.0732365,-5.780401,3.054581,-1.516579
1942-01-29,2.4795072,-4.879197,2.562458,-1.1588795
1942-01-30,3.082994,-5.796737,3.0640316,-1.5215352
1942-01-31,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-02-01,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-02-02,2.3808093,-4.7638187,2.5162811,-1.0737243
1942-02-03,2.1799102,-5.2262936,3.0536242,-0.5209416
1942-02-04,2.2149282,-5.4515233,3.2374263,-0.45571604
1942-02-05,2.478531,-4.877964,2.5619025,-1.158108
1942-02-06,3.9038782,-7.229482,3.9094794,-1.9090154
1942-02-07,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-02-08,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-02-09,4.158888,-7.6951427,4.1879005,-2.024847
1942-02-10,4.431487,-8.196444,4.488061,-2.14629
1942-02-11,2.4874487,-4.889309,2.5670598,-1.1650733
1942-02-12,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-02-13,2.1849241,-4.6926823,2.5632381,-0.8203331
1942-02-14,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-02-15,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-02-16,2.1595273,-4.762153,2.6430554,-0.7406666
1942-02-17,5.4928966,-10.156319,5.6737022,-2.602127
1942-02-18,2.3846836,-4.767832,2.5176265,-1.0773606
1942-02-19,2.183876,-4.694044,2.5650883,-0.8179878
1942-02-20,2.6208777,-5.070809,2.6572263,-1.2583932
1942-02-21,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-02-22,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-02-23,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-02-24,2.1609669,-5.0655212,2.9189606,-0.5770817
1942-02-25,3.13388,-5.882557,3.113756,-1.5471008
1942-02-26,2.1885545,-5.2867002,3.1035872,-0.50239587
1942-02-27,2.229416,-5.532176,3.3019524,-0.4348859
1942-02-28,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-03-01,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-03-02,4.482712,-8.290642,4.544739,-2.1687427
1942-03-03,2.7236118,-7.6199555,4.944131,-0.063751206
1942-03-04,3.763095,-6.9759045,3.7583003,-1.8446516
1942-03-05,4.7669296,-8.814503,4.860529,-2.2923627
1942-03-06,7.3179827,-13.560671,7.7477345,-3.3598037
1942-03-07,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-03-08,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-03-09,2.1523466,-4.915415,2.7872443,-0.64421636
1942-03-10,3.1800656,-5.960998,3.1592927,-1.5700352
1942-03-11,5.7599926,-10.652708,5.9750986,-2.7147024
1942-03-12,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-03-13,2.1674533,-5.128726,2.9722672,-0.5535761
1942-03-14,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-03-15,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-03-16,2.396109,-6.3164463,3.9264078,-0.26885504
1942-03-17,3.2589374,-9.59114,6.4752994,0.20000744
1942-03-18,3.604659,-6.6940746,3.5912552,-1.7717133
1942-03-19,2.3879561,-4.771241,2.5187826,-1.0804096
1942-03-20,3.86444,-7.158074,3.8668025,-1.8909752
1942-03-21,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-03-22,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-03-23,2.1524704,-4.9194336,2.7908745,-0.6422024
1942-03-24,2.2461305,-5.620636,3.37292,-0.41304177
1942-03-25,3.1770685,-5.9559107,3.156342,-1.5685523
1942-03-26,2.6388156,-5.096538,2.6708455,-1.2700214
1942-03-27,3.6412792,-6.758831,3.629577,-1.7886381
1942-03-28,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-03-29,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-03-30,2.2281537,-4.668466,2.5172508,-0.8988396
1942-03-31,2.9977326,-5.655,2.9822187,-1.4775186
1942-04-01,2.152722,-4.9277496,2.7983832,-0.63809943
1942-04-02,2.2000496,-5.3613997,3.1647122,-0.48059863
1942-04-03,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-04-04,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-04-05,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-04-06,2.388585,-6.284716,3.9012733,-0.27457094
1942-04-07,2.7985454,-5.336461,2.801528,-1.3672581
1942-04-08,2.8019547,-5.3417616,2.8044672,-1.369237
1942-04-09,4.9295683,-9.1143875,5.0419416,-2.3622532
1942-04-10,2.390708,-4.774126,2.5197797,-1.0829527
1942-04-11,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-04-12,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-04-13,2.5063171,-4.913664,2.5784194,-1.1793743
1942-04-14,5.0016084,-9.24725,5.122373,-2.3931048
1942-04-15,2.5113058,-4.920148,2.5814886,-1.1830882
1942-04-16,2.226318,-4.6685715,2.5183787,-0.8960305
1942-04-17,4.78218,-8.842622,4.877536,-2.2989259
1942-04-18,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-04-19,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-04-20,2.4296305,-6.456471,4.03685,-0.24414587
1942-04-21,2.1776164,-4.7036047,2.5775042,-0.80338943
1942-04-22,2.5119882,-4.9210434,2.581911,-1.1835942
1942-04-23,7.179309,-13.30142,7.5892887,-3.302816
1942-04-24,2.8557076,-5.4256306,2.8516243,-1.400006
1942-04-25,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-04-26,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-04-27,2.3967462,-4.780567,2.5220342,-1.0884817
1942-04-28,3.534815,-6.5713367,3.5188193,-1.7393405
1942-04-29,3.0396695,-8.798101,5.859454,0.09710213
1942-04-30,2.174334,-5.1847982,3.019098,-0.53441525
1942-05-01,2.173306,-5.1767845,3.0124226,-0.53709614
1942-05-02,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-05-03,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-05-04,2.2117405,-5.432903,3.2224915,-0.46068966
1942-05-05,2.1555014,-4.795986,2.6766672,-0.7147036
1942-05-06,2.3932283,-4.7767963,2.5207086,-1.0852664
1942-05-07,2.5157423,-6.8057103,4.3098803,-0.18633045
1942-05-08,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-05-09,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-05-10,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-05-11,2.6045833,-7.155805,4.58307,-0.13173756
1942-05-12,3.211317,-6.0140324,3.190217,-1.5853846
1942-05-13,5.0108395,-9.2642765,5.1326904,-2.3970594
1942-05-14,2.5119882,-4.9210434,2.581911,-1.1835942
1942-05-15,2.4200373,-6.416691,4.0055466,-0.2510505
1942-05-16,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-05-17,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-05-18,2.205575,-5.395965,3.1927786,-0.47077578
1942-05-19,2.651425,-5.114911,2.6806793,-1.2781498
1942-05-20,2.5086153,-4.9166527,2.579835,-1.1810884
1942-05-21,2.8247828,-8.004228,5.2426314,-0.010216318
1942-05-22,2.390326,-4.7737284,2.5196402,-1.082602
1942-05-23,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-05-24,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-05-25,2.647318,-5.108905,2.677464,-1.2755048
1942-05-26,2.1793437,-4.700617,2.5737648,-0.8076197
1942-05-27,3.1646004,-9.250399,6.2108192,0.15652204
1942-05-28,2.1809933,-4.698079,2.570468,-0.8114871
1942-05-29,2.637729,-5.0949645,2.670003,-1.2693174
1942-05-30,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-05-31,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-06-01,2.1523695,-4.916212,2.7879639,-0.64381546
1942-06-02,2.3881896,-4.771487,2.5188649,-1.0806268
1942-06-03,2.1961846,-5.3364544,3.1443133,-0.48783588
1942-06-04,2.5563245,-6.9663925,4.435318,-0.16089064
1942-06-05,2.1827197,-4.695604,2.5671892,-0.8154151
1942-06-06,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-06-07,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-06-08,2.4483051,-6.5334654,4.097313,-0.23095438
1942-06-09,3.565432,-6.6249695,3.550465,-1.7535396
1942-06-10,2.9595027,-5.5922337,2.946352,-1.457277
1942-06-11,2.1581125,-4.7720466,2.6529984,-0.73268276
1942-06-12,2.9617133,-5.595845,2.9484143,-1.4584515
1942-06-13,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-06-14,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-06-15,2.19226,-5.3110104,3.1234496,-0.49526545
1942-06-16,2.2305684,-4.668425,2.5158577,-0.90243036
1942-06-17,2.8441162,-8.076671,5.298849,-0.00029289722
1942-06-18,2.7719424,-5.2953796,2.7787747,-1.351743
1942-06-19,3.7899253,-7.0238743,3.7868254,-1.8569012
1942-06-20,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-06-21,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-06-22,5.346423,-9.884916,5.5090322,-2.540098
1942-06-23,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-06-24,2.7943377,-5.3299255,2.7979057,-1.364821
1942-06-25,2.229342,-4.6684313,2.5165524,-0.9006136
1942-06-26,2.2294197,-4.668428,2.5165076,-0.90073085
1942-06-27,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-06-28,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-06-29,2.1637473,-5.094939,2.9438128,-0.5657513
1942-06-30,2.1820793,-4.6964846,2.568367,-0.81398565
1942-07-01,3.3768682,-6.2969613,3.3567681,-1.6648891
1942-07-02,2.7630312,-7.7711496,5.061591,-0.04240423
1942-07-03,2.2955909,-5.8661823,3.5686982,-0.3569265
1942-07-04,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-07-05,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-07-06,2.359878,-6.16177,3.8037634,-0.2973137
1942-07-07,2.4898942,-4.892445,2.5684922,-1.1669573
1942-07-08,3.6489413,-10.98735,7.5562267,0.36884552
1942-07-09,2.3385324,-6.067075,3.7286735,-0.31563663
1942-07-10,2.3812208,-4.764244,2.516424,-1.0741137
1942-07-11,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-07-12,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-07-13,3.290814,-6.1493154,3.269652,-1.6238458
1942-07-14,2.3378148,-6.0638366,3.7261024,-0.31627363
1942-07-15,2.233554,-4.668506,2.5142472,-0.90684605
1942-07-16,2.3810153,-4.764031,2.5163507,-1.073919
1942-07-17,3.9368951,-7.2894335,3.9453359,-1.9241049
1942-07-18,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-07-19,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-07-20,2.1600451,-4.7588673,2.63972,-0.7433739
1942-07-21,2.1861963,-4.6910534,2.5610406,-0.8231604
1942-07-22,2.6078935,-5.0524187,2.6476982,-1.249896
1942-07-23,4.431487,-8.196444,4.488061,-2.14629
1942-07-24,2.2322278,-4.6684556,2.5149527,-0.9048932
1942-07-25,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-07-26,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-07-27,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-07-28,2.3831334,-4.766227,2.5170863,-1.0759103
1942-07-29,4.981339,-9.20987,5.099739,-2.3844175
1942-07-30,2.183876,-4.694044,2.5650883,-0.8179878
1942-07-31,2.1875563,-5.279951,3.0980666,-0.50439197
1942-08-01,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-08-02,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-08-03,2.2318234,-4.6684427,2.5151694,-0.9042989
1942-08-04,2.4887998,-4.8910456,2.567852,-1.1661158
1942-08-05,3.5486178,-6.595519,3.5330842,-1.7457497
1942-08-06,2.3849096,-4.768066,2.5177073,-1.0775725
1942-08-07,2.158713,-4.767666,2.6486058,-0.7361642
1942-08-08,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-08-09,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-08-10,2.3846836,-4.767832,2.5176265,-1.0773606
1942-08-11,2.1588142,-4.7669697,2.6479073,-0.7367308
1942-08-12,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-08-13,2.1589723,-4.76591,2.6468394,-0.73759544
1942-08-14,2.1519036,-4.8873606,2.7617688,-0.6588076
1942-08-15,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-08-16,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-08-17,2.2269251,-5.5187426,3.2911978,-0.4382773
1942-08-18,2.2786674,-5.783692,3.5030675,-0.37510043
1942-08-19,2.382051,-4.7651043,2.516711,-1.0748941
1942-08-20,2.610222,-5.055704,2.6493955,-1.25142
1942-08-21,2.1856885,-4.691698,2.5619078,-0.82203865
1942-08-22,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-08-23,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-08-24,2.1858613,-4.6914773,2.5616102,-0.82242274
1942-08-25,3.5121617,-6.531686,3.4954376,-1.7287941
1942-08-26,4.2182055,-7.804332,4.253126,-2.05154
1942-08-27,2.1602945,-5.0575013,2.9121046,-0.58030105
1942-08-28,2.1848373,-4.6927924,2.5633874,-0.82014036
1942-08-29,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-08-30,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-08-31,2.2321599,-4.6684556,2.5149875,-0.90479386
1942-09-01,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-09-02,2.2322278,-4.6684556,2.5149527,-0.9048932
1942-09-03,2.3831334,-4.766227,2.5170863,-1.0759103
1942-09-04,2.3832421,-4.7663374,2.5171251,-1.0760114
1942-09-05,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-09-06,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-09-07,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-09-08,2.2257013,-5.512148,3.285933,-0.43994382
1942-09-09,2.7606344,-5.2781086,2.7692456,-1.3451208
1942-09-10,3.1176395,-5.8549976,3.0977764,-1.5389669
1942-09-11,2.7681203,-5.289531,2.7755415,-1.3495013
1942-09-12,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-09-13,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-09-14,2.2316804,-4.668442,2.515245,-0.90408766
1942-09-15,2.1518981,-4.886674,2.7611427,-0.6591735
1942-09-16,2.2320232,-4.6684513,2.5150611,-0.90459335
1942-09-17,2.3834612,-4.7665653,2.5172002,-1.0762165
1942-09-18,2.2265143,-5.516529,3.2894328,-0.43883616
1942-09-19,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-09-20,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-09-21,2.3828082,-4.765889,2.5169735,-1.0756042
1942-09-22,2.1596813,-4.761158,2.642052,-0.7414793
1942-09-23,2.2229435,-5.4969473,3.2737637,-0.44383937
1942-09-24,2.4950755,-6.723283,4.245628,-0.19945987
1942-09-25,2.1519084,-4.866557,2.7427695,-0.6701835
1942-09-26,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-09-27,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-09-28,2.3802872,-4.7632785,2.5161033,-1.073237
1942-09-29,2.7456596,-5.255356,2.7567449,-1.3363181
1942-09-30,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-10-01,2.2166677,-5.461542,3.2454426,-0.45307183
1942-10-02,2.6572325,-7.3623676,4.743795,-0.1010502
1942-10-03,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-10-04,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-10-05,2.2581425,-5.681627,3.4216719,-0.39855283
1942-10-06,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-10-07,2.1521876,-4.850849,2.728283,-0.6792482
1942-10-08,2.6239786,-7.232091,4.6424203,-0.12031534
1942-10-09,2.152535,-4.84178,2.719852,-0.68472564
1942-10-10,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-10-11,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-10-12,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-10-13,2.436017,-6.4828234,4.057555,-0.23962379
1942-10-14,2.4676895,-4.864284,2.555839,-1.1493819
1942-10-15,4.2199883,-7.807617,4.255089,-2.0523396
1942-10-16,2.1525602,-4.841261,2.7193708,-0.6850422
1942-10-17,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-10-18,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-10-19,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-10-20,2.5155275,-6.804855,4.309213,-0.18646619
1942-10-21,2.374877,-4.757697,2.5142853,-1.0681338
1942-10-22,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-10-23,2.5788822,-5.011656,2.6268082,-1.2305205
1942-10-24,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-10-25,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-10-26,2.1543055,-4.971405,2.8372197,-0.61737
1942-10-27,3.5746784,-6.6412067,3.560048,-1.7578337
1942-10-28,3.3925467,-6.3239985,3.372758,-1.6723332
1942-10-29,2.3763194,-4.759187,2.5147667,-1.069502
1942-10-30,2.171533,-5.162686,3.0006595,-0.541855
1942-10-31,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-11-01,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-11-02,2.5144472,-6.800578,4.3058815,-0.18714356
1942-11-03,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-11-04,2.7080216,-5.1987963,2.7258763,-1.313716
1942-11-05,2.191802,-4.6848764,2.5523233,-0.8351797
1942-11-06,2.503851,-6.7584653,4.2730465,-0.19382992
1942-11-07,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-11-08,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-11-09,2.415041,-6.3959074,3.9891806,-0.25469464
1942-11-10,3.344655,-6.2414894,3.3240106,-1.6495783
1942-11-11,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-11-12,2.1931229,-4.6836023,2.5504465,-0.8378947
1942-11-13,3.0020237,-5.662074,2.9862833,-1.4797738
1942-11-14,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-11-15,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-11-16,3.5576763,-6.6113873,3.5424461,-1.7499522
1942-11-17,4.206099,-7.782042,4.239806,-2.046102
1942-11-18,2.1526785,-4.8387027,2.7169943,-0.68661284
1942-11-19,2.3754945,-4.758336,2.5144892,-1.0687187
1942-11-20,2.2964168,-5.870145,3.5718527,-0.35607588
1942-11-21,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-11-22,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-11-23,3.990315,-7.3866906,4.0035586,-1.9484828
1942-11-24,2.4694014,-4.8664427,2.5567875,-1.1507721
1942-11-25,2.7157872,-5.2104197,2.7322032,-1.3184543
1942-11-26,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-11-27,2.1633813,-4.742346,2.6223247,-0.75831044
1942-11-28,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-11-29,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-11-30,2.868085,-5.4451494,2.862671,-1.4069426
1942-12-01,2.376505,-4.75938,2.5148275,-1.069677
1942-12-02,2.163206,-4.7430825,2.623126,-0.7575885
1942-12-03,2.1633813,-4.742346,2.6223247,-0.75831044
1942-12-04,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-12-05,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-12-06,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-12-07,2.7163959,-5.211336,2.732702,-1.3188248
1942-12-08,2.171533,-5.162686,3.0006595,-0.541855
1942-12-09,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-12-10,2.236871,-4.6686783,2.5125356,-0.911689
1942-12-11,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-12-12,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-12-13,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-12-14,2.1545365,-4.9764104,2.841639,-0.61506736
1942-12-15,2.191649,-4.6850257,2.552544,-0.83486146
1942-12-16,2.2408957,-5.5932903,3.3509803,-0.41969347
1942-12-17,2.954083,-8.484907,5.6162314,0.0552976
1942-12-18,2.3729815,-4.7557487,2.5136666,-1.0663242
1942-12-19,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-12-20,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-12-21,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-12-22,2.3730717,-4.7558393,2.5136962,-1.0664114
1942-12-23,2.1654844,-4.734182,2.6133747,-0.7665601
1942-12-24,2.1535354,-4.8224792,2.7018247,-0.69680417
1942-12-25,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-12-26,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-12-27,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-12-28,3.5265718,-6.556913,3.5103092,-1.7355118
1942-12-29,2.2989497,-4.6932807,2.4999404,-0.9896153
1942-12-30,2.4092476,-6.3716774,3.970082,-0.2589784
1942-12-31,2.2390902,-4.6688566,2.5114264,-0.9149039
1943-01-01,2.2989497,-4.6932807,2.4999404,-0.9896153
1943-01-02,2.2989497,-4.6932807,2.4999404,-0.9896153
1943-01-03,2.2989497,-4.6932807,2.4999404,-0.9896153
1943-01-04,2.7240288,-7.621566,4.9453793,-0.06352211
1943-01-05,2.458263,-4.8524866,2.5506659,-1.1416457
1943-01-06,2.3712714,-4.7539988,2.513122,-1.0646774
1943-01-07,2.195262,-4.681691,2.5475683,-0.8421602
1943-01-08,2.2398806,-4.6689367,2.5110483,-0.9160454
1943-01-09,2.2989497,-4.6932807,2.4999404,-0.9896153
1943-01-10,2.2989497,-4.6932807,2.4999404,-0.9896153
1943-01-11,2.1541467,-4.8129597,2.692865,-0.7030472
1943-01-12,2.560915,-4.986741,2.6142387,-1.2182244
1943-01-13,2.19556,-4.681433,2.5471754,-0.842746
1943-01-14,2.1629581,-5.0871134,2.937228,-0.5686966
1943-01-15,2.219973,-5.4803143,3.260447,-0.44816196
1943-01-16,2.2989497,-4.6932807,2.4999404,-0.9896153
1943-01-17,2.2989497,-4.6932807,2.4999404,-0.9896153
1943-01-18,2.1680112,-4.7260103,2.6041553,-0.7754368
1943-01-19,3.6492562,-6.772974,3.6379628,-1.7923079
1943-01-20,2.240458,-4.6690006,2.5107818,-0.9168707
1943-01-21,2.6895561,-7.4885736,4.8419895,-0.08264947
1943-01-22,2.3691237,-4.7517996,2.5124505,-1.0625917
